prerequisite_avg,prerequisite_min,previous_accuracy,recent_incorrect,learning_velocity,recent_confusion_count,time_gap_hours,revision_completion,concept_difficulty,will_struggle,dataset_type
0.3322,0.1193,0.5971,1,-0.0661,1,15.69,0.3247,11.79,1,SYNTHETIC
0.6734,0.5281,0.7159,4,0.0695,1,4.35,0.6757,48.39,1,SYNTHETIC
0.4055,0.3791,0.2099,1,-0.0649,1,47.36,0.2499,59.18,0,SYNTHETIC
0.6084,0.4752,0.4776,2,-0.0243,1,9.21,0.7007,61.13,0,SYNTHETIC
0.5816,0.4195,0.1894,5,0.1477,3,5.53,0.6877,52.36,1,SYNTHETIC
0.1842,0.1034,0.6444,2,0.076,1,6.98,0.8814,20.82,0,SYNTHETIC
0.3333,0.1208,0.3065,8,-0.0949,0,0.21,0.7335,69.46,0,SYNTHETIC
0.6047,0.5757,0.3844,1,-0.2161,1,18.0,0.5662,40.08,0,SYNTHETIC
0.5546,0.3191,0.5554,2,0.083,3,0.05,0.7281,79.09,0,SYNTHETIC
0.2724,0.2647,0.5105,1,-0.0936,1,27.72,0.4948,92.35,1,SYNTHETIC
0.5721,0.5507,0.6875,1,0.1158,1,5.66,0.7023,33.22,1,SYNTHETIC
0.3421,0.1037,0.4562,2,0.0874,3,7.65,0.5818,31.11,0,SYNTHETIC
0.7526,0.6407,0.6667,2,0.1633,1,1.99,0.8407,56.27,1,SYNTHETIC
0.3699,0.258,0.8356,1,-0.0845,1,6.17,0.8189,65.02,0,SYNTHETIC
0.9284,0.8246,0.9896,0,0.2369,2,8.64,0.7799,78.16,0,SYNTHETIC
0.4428,0.2772,0.6914,4,-0.2418,1,16.1,0.6632,68.26,1,SYNTHETIC
0.7082,0.665,0.6545,3,0.0532,2,6.19,0.4685,13.29,1,SYNTHETIC
0.2792,0.1879,0.4254,2,0.1244,0,2.22,0.8488,57.19,0,SYNTHETIC
0.1377,0.0769,0.5301,1,0.2565,0,0.25,0.5373,32.79,0,SYNTHETIC
0.4274,0.398,0.4334,4,-0.2333,5,6.89,0.4267,51.36,1,SYNTHETIC
0.7359,0.6802,0.3877,3,0.4471,5,5.44,0.8572,39.7,1,SYNTHETIC
0.8391,0.6681,0.7811,2,-0.2337,2,1.4,0.5633,53.9,1,SYNTHETIC
0.6083,0.4852,0.4233,1,-0.0879,3,27.54,0.521,59.97,1,SYNTHETIC
0.6247,0.3976,0.6087,2,0.1973,1,0.67,0.7542,65.13,0,SYNTHETIC
0.6283,0.5193,0.2545,4,0.1578,2,11.88,0.6395,81.75,0,SYNTHETIC
0.5156,0.455,0.7163,1,0.1583,2,24.04,0.582,40.54,0,SYNTHETIC
0.4537,0.3511,0.4075,3,-0.1406,2,4.5,0.6074,27.77,0,SYNTHETIC
0.8196,0.6678,0.4229,6,0.0316,1,20.89,0.6372,93.51,1,SYNTHETIC
0.7359,0.6504,0.8293,1,-0.0097,1,3.75,0.3222,58.15,0,SYNTHETIC
0.4041,0.2251,0.5787,0,-0.1245,1,14.46,0.7694,54.25,1,SYNTHETIC
0.8705,0.854,0.8009,2,0.1527,2,16.51,0.4151,84.88,0,SYNTHETIC
0.7475,0.5152,0.7107,2,-0.0288,2,5.19,0.6972,50.04,0,SYNTHETIC
0.2065,0.1277,0.5537,0,-0.2268,3,22.0,0.8786,16.23,0,SYNTHETIC
0.4412,0.3032,0.3971,0,-0.0456,0,0.09,0.5071,56.53,1,SYNTHETIC
0.5039,0.3489,0.3933,1,0.126,0,2.64,0.7427,30.62,0,SYNTHETIC
0.5114,0.4854,0.5559,3,0.2302,1,2.61,0.9133,77.54,0,SYNTHETIC
0.6188,0.5836,0.7405,2,0.2082,3,20.55,0.1868,40.57,0,SYNTHETIC
0.7177,0.4862,0.6122,1,0.1308,2,1.34,0.581,50.88,1,SYNTHETIC
0.5734,0.4875,0.4601,0,0.1532,0,5.87,0.8837,73.0,0,SYNTHETIC
0.6905,0.454,0.44,1,-0.0123,1,39.16,0.6939,21.13,0,SYNTHETIC
0.5558,0.4057,0.8076,2,-0.0869,0,8.96,0.9299,33.03,0,SYNTHETIC
0.3507,0.1321,0.6932,3,0.0979,3,3.64,0.629,52.74,1,SYNTHETIC
0.5849,0.5498,0.5503,5,0.1642,0,0.06,0.711,45.98,1,SYNTHETIC
0.5668,0.4475,0.7078,3,0.3555,2,0.14,0.4824,45.67,0,SYNTHETIC
0.3801,0.2693,0.3507,1,-0.0245,1,2.31,0.5712,60.65,1,SYNTHETIC
0.6559,0.4557,0.4139,3,-0.1318,1,16.52,0.5348,75.7,1,SYNTHETIC
0.6283,0.4013,0.4625,3,0.1497,2,26.78,0.3857,70.1,0,SYNTHETIC
0.3722,0.3109,0.8778,1,0.1133,0,7.24,0.2979,74.97,1,SYNTHETIC
0.5828,0.4791,0.339,3,0.1782,0,37.37,0.3636,64.69,0,SYNTHETIC
0.8232,0.6495,0.6552,1,0.3166,1,8.47,0.4977,33.1,0,SYNTHETIC
0.5674,0.4517,0.6425,2,-0.0389,2,13.58,0.7283,84.07,1,SYNTHETIC
0.7067,0.5401,0.3536,3,0.0448,1,8.26,0.5266,26.62,0,SYNTHETIC
0.4261,0.2066,0.2606,7,0.1595,0,0.71,0.8507,20.24,0,SYNTHETIC
0.6617,0.4297,0.6435,5,-0.0971,3,5.25,0.7651,62.25,0,SYNTHETIC
0.4324,0.3637,0.5042,4,0.096,1,1.74,0.6144,49.12,0,SYNTHETIC
0.4298,0.3934,0.3528,0,0.2579,3,10.39,0.7105,58.76,0,SYNTHETIC
0.4837,0.4744,0.7519,1,0.1919,2,2.84,0.7662,62.21,0,SYNTHETIC
0.8804,0.8634,0.5097,6,-0.1033,1,2.86,0.232,49.09,0,SYNTHETIC
0.737,0.6108,0.163,2,-0.2695,1,37.78,0.8529,53.39,0,SYNTHETIC
0.7384,0.6419,0.2132,4,0.1468,1,4.09,0.5191,48.22,1,SYNTHETIC
0.5946,0.4294,0.4821,2,0.0069,0,11.97,0.604,65.39,0,SYNTHETIC
0.5574,0.3388,0.3258,1,-0.0976,1,7.28,0.2779,78.54,0,SYNTHETIC
0.4411,0.4346,0.5642,1,-0.1887,2,2.06,0.2544,16.2,1,SYNTHETIC
0.5945,0.5281,0.5442,4,0.1422,4,8.47,0.4634,37.94,1,SYNTHETIC
0.6727,0.5631,0.5019,3,0.1393,0,1.97,0.1197,59.73,0,SYNTHETIC
0.8223,0.7463,0.437,2,0.127,1,5.22,0.5587,13.26,0,SYNTHETIC
0.7397,0.6418,0.5503,1,0.0187,0,11.09,0.6108,21.06,0,SYNTHETIC
0.221,0.1062,0.8115,2,-0.3828,2,0.41,0.7141,12.07,1,SYNTHETIC
0.3387,0.3357,0.5217,3,0.0188,0,0.8,0.7,61.56,1,SYNTHETIC
0.2702,0.1747,0.3335,5,0.4195,0,4.85,0.8251,36.99,0,SYNTHETIC
0.5392,0.5044,0.7547,0,0.0489,3,0.81,0.6656,89.11,0,SYNTHETIC
0.5058,0.3544,0.4711,2,0.0593,1,8.03,0.495,66.98,0,SYNTHETIC
0.8573,0.6408,0.8782,0,-0.2127,2,1.48,0.1677,69.35,1,SYNTHETIC
0.6123,0.3896,0.7792,1,0.1896,0,13.22,0.3187,62.68,0,SYNTHETIC
0.6024,0.3906,0.6317,2,0.3377,3,46.97,0.5126,29.28,0,SYNTHETIC
0.6557,0.4094,0.5236,7,-0.0439,3,12.92,0.5394,60.42,1,SYNTHETIC
0.3056,0.0705,0.5231,2,-0.0336,0,9.2,0.4286,40.3,0,SYNTHETIC
0.5275,0.4325,0.3568,5,-0.0192,4,12.07,0.4255,40.86,1,SYNTHETIC
0.4111,0.3825,0.6321,1,0.1487,2,2.24,0.5574,68.25,1,SYNTHETIC
0.6452,0.566,0.3079,2,-0.2029,1,4.22,0.3464,70.99,0,SYNTHETIC
0.4266,0.4168,0.2426,5,-0.0268,3,11.28,0.6984,37.06,1,SYNTHETIC
0.72,0.6457,0.7685,1,-0.056,2,13.32,0.7545,72.77,1,SYNTHETIC
0.753,0.702,0.5767,4,0.1643,2,9.36,0.642,50.22,0,SYNTHETIC
0.8654,0.8324,0.7295,2,-0.048,0,8.59,0.5879,36.2,0,SYNTHETIC
0.903,0.8913,0.2585,2,0.0296,0,3.1,0.8089,25.01,1,SYNTHETIC
0.8607,0.6598,0.5542,0,0.0208,0,1.55,0.5499,72.22,1,SYNTHETIC
0.5746,0.3293,0.6041,1,0.0093,1,11.32,0.155,49.35,0,SYNTHETIC
0.3474,0.2575,0.6134,1,0.0499,1,26.59,0.637,74.26,1,SYNTHETIC
0.8413,0.8224,0.6289,1,-0.0476,0,6.95,0.4949,17.45,0,SYNTHETIC
0.7682,0.6865,0.3249,3,0.0285,2,2.41,0.8293,42.64,0,SYNTHETIC
0.5527,0.3193,0.601,3,0.031,1,5.4,0.5533,28.57,0,SYNTHETIC
0.448,0.3362,0.6936,2,0.0119,2,17.33,0.7354,66.11,1,SYNTHETIC
0.7343,0.5558,0.1903,6,0.0491,1,24.05,0.6465,73.93,1,SYNTHETIC
0.6386,0.6149,0.4456,5,0.0807,1,2.06,0.7479,31.75,0,SYNTHETIC
0.7464,0.514,0.67,0,-0.1115,2,24.0,0.8377,91.84,0,SYNTHETIC
0.5654,0.3681,0.2402,4,-0.1072,2,35.59,0.585,66.74,0,SYNTHETIC
0.5254,0.4855,0.3232,4,0.3046,1,0.39,0.5688,72.1,0,SYNTHETIC
0.6619,0.5422,0.8467,3,0.0869,5,3.04,0.5311,51.76,1,SYNTHETIC
0.5042,0.3983,0.8921,1,-0.096,1,2.05,0.5376,27.22,1,SYNTHETIC
0.6617,0.4643,0.5869,6,0.1758,0,2.6,0.7504,26.28,1,SYNTHETIC
0.3981,0.3595,0.573,2,-0.1293,3,12.76,0.6583,49.47,0,SYNTHETIC
0.8517,0.6998,0.9441,0,0.1144,0,2.86,0.8908,27.28,0,SYNTHETIC
0.711,0.4926,0.7467,0,0.0703,2,4.55,0.4571,49.64,0,SYNTHETIC
0.6806,0.4458,0.3703,2,0.32,1,45.44,0.8858,51.1,1,SYNTHETIC
0.4233,0.3076,0.4798,0,0.1198,1,5.04,0.5348,16.97,0,SYNTHETIC
0.6256,0.4685,0.8044,1,-0.2684,3,0.04,0.6881,22.06,0,SYNTHETIC
0.5808,0.4307,0.848,0,-0.1015,4,17.29,0.6613,20.53,1,SYNTHETIC
0.5344,0.3484,0.7882,2,0.0564,2,4.43,0.8041,35.39,1,SYNTHETIC
0.756,0.5828,0.7857,0,0.2322,0,13.11,0.045,41.74,0,SYNTHETIC
0.487,0.2734,0.3391,1,0.2189,1,19.21,0.8501,66.61,0,SYNTHETIC
0.5842,0.51,0.6521,1,-0.1103,2,9.97,0.6919,52.11,0,SYNTHETIC
0.4467,0.2551,0.3661,4,-0.1918,2,16.51,0.7412,44.79,0,SYNTHETIC
0.4465,0.2815,0.2227,3,-0.0773,3,4.51,0.562,11.12,0,SYNTHETIC
0.4411,0.3247,0.5265,1,0.1723,3,15.55,0.6737,44.73,1,SYNTHETIC
0.8423,0.6387,0.8382,2,0.2745,2,8.21,0.6734,9.58,0,SYNTHETIC
0.4006,0.2368,0.2744,4,0.2418,2,14.68,0.4343,61.54,0,SYNTHETIC
0.2964,0.1467,0.7609,0,0.3731,1,28.43,0.7374,23.85,0,SYNTHETIC
0.5805,0.5698,0.7201,1,0.1555,1,10.68,0.8611,78.42,0,SYNTHETIC
0.3941,0.3826,0.8137,1,-0.0522,1,45.6,0.2678,66.44,1,SYNTHETIC
0.3087,0.2325,0.5684,3,-0.1299,1,22.86,0.701,45.65,1,SYNTHETIC
0.5925,0.3967,0.6256,0,-0.0439,1,12.1,0.673,8.22,0,SYNTHETIC
0.6784,0.5652,0.3665,5,-0.175,2,1.96,0.7695,42.89,0,SYNTHETIC
0.4529,0.4195,0.7537,2,-0.0221,1,6.09,0.7714,51.09,0,SYNTHETIC
0.569,0.3655,0.2937,4,-0.1203,2,39.55,0.5818,18.66,1,SYNTHETIC
0.345,0.3438,0.3419,4,0.0689,0,13.89,0.687,38.92,1,SYNTHETIC
0.1731,0.1216,0.6586,1,0.1869,3,2.99,0.6486,50.41,1,SYNTHETIC
0.5677,0.4596,0.3765,5,0.0217,1,14.98,0.4104,65.01,1,SYNTHETIC
0.5704,0.4297,0.6266,0,0.0293,2,3.23,0.7392,44.41,1,SYNTHETIC
0.6607,0.5953,0.3383,3,0.1373,0,2.74,0.7403,38.41,0,SYNTHETIC
0.5349,0.4944,0.5234,4,0.152,3,1.42,0.8766,36.21,1,SYNTHETIC
0.8644,0.7139,0.6351,1,0.084,2,9.02,0.5877,57.79,0,SYNTHETIC
0.4544,0.2325,0.753,0,0.0178,1,10.19,0.9223,68.5,1,SYNTHETIC
0.4135,0.3719,0.4162,4,0.0096,2,8.1,0.3845,77.28,1,SYNTHETIC
0.3714,0.2578,0.5843,2,-0.0105,0,21.68,0.6378,44.98,0,SYNTHETIC
0.7636,0.6804,0.4805,0,-0.0398,2,17.26,0.9079,71.87,0,SYNTHETIC
0.392,0.2391,0.6032,1,0.1298,1,7.77,0.7437,50.81,0,SYNTHETIC
0.2648,0.0455,0.5246,4,0.0777,0,17.05,0.8325,61.59,0,SYNTHETIC
0.7726,0.679,0.5562,1,-0.0046,3,5.54,0.7872,35.65,0,SYNTHETIC
0.4862,0.3588,0.3393,2,0.1367,2,51.93,0.3526,45.36,1,SYNTHETIC
0.6985,0.5127,0.3354,1,-0.0511,3,0.23,0.6637,23.5,0,SYNTHETIC
0.7364,0.4969,0.8033,1,0.2726,3,3.81,0.6186,61.99,0,SYNTHETIC
0.4795,0.4026,0.4419,2,0.0595,0,6.73,0.8341,89.33,0,SYNTHETIC
0.7106,0.6603,0.3956,7,-0.0264,2,9.34,0.884,13.37,1,SYNTHETIC
0.7263,0.6919,0.6459,2,-0.1268,0,6.35,0.8479,23.45,0,SYNTHETIC
0.4539,0.2856,0.4055,5,0.0171,0,28.45,0.3339,21.04,1,SYNTHETIC
0.6622,0.4146,0.6166,1,-0.1089,0,0.66,0.5064,58.41,0,SYNTHETIC
0.7689,0.6415,0.6502,2,-0.1509,1,6.84,0.2805,34.47,1,SYNTHETIC
0.3734,0.264,0.5807,3,0.1897,1,0.23,0.3272,46.89,0,SYNTHETIC
0.7089,0.5162,0.5783,1,-0.047,3,27.51,0.8041,26.04,0,SYNTHETIC
0.2566,0.1651,0.4767,2,0.2878,0,21.63,0.386,20.8,0,SYNTHETIC
0.6143,0.4378,0.7533,5,0.1934,2,12.36,0.3257,60.45,0,SYNTHETIC
0.7136,0.5244,0.5656,0,-0.0463,2,2.19,0.3868,33.81,0,SYNTHETIC
0.5533,0.3827,0.5081,2,0.1477,1,6.33,0.6657,87.81,0,SYNTHETIC
0.6026,0.5725,0.4725,2,0.066,2,5.63,0.6066,62.77,0,SYNTHETIC
0.2743,0.1081,0.4042,0,0.0935,4,11.13,0.918,84.75,0,SYNTHETIC
0.7539,0.6831,0.4722,2,-0.0612,1,2.23,0.2743,39.17,1,SYNTHETIC
0.6984,0.6677,0.69,1,0.1894,3,1.23,0.5794,36.76,1,SYNTHETIC
0.4355,0.2615,0.8593,1,-0.0154,3,7.54,0.6491,63.48,1,SYNTHETIC
0.2671,0.2324,0.5318,1,0.0736,0,14.35,0.6977,77.19,0,SYNTHETIC
0.9629,0.8838,0.8044,0,0.1067,1,17.18,0.3048,27.58,0,SYNTHETIC
0.7366,0.6881,0.7103,5,-0.2434,1,3.62,0.3887,39.09,1,SYNTHETIC
0.2393,0.0458,0.3251,4,-0.053,1,5.71,0.7955,56.06,0,SYNTHETIC
0.572,0.5171,0.3144,4,-0.1605,2,5.02,0.5467,34.76,0,SYNTHETIC
0.1597,0.0,0.7374,0,0.0213,2,5.9,0.7918,69.54,0,SYNTHETIC
0.405,0.2645,0.6341,2,0.2113,3,28.94,0.6064,33.44,0,SYNTHETIC
0.5708,0.4862,0.8601,0,-0.1152,3,1.15,0.3633,19.87,0,SYNTHETIC
0.8215,0.7002,0.2739,3,0.1063,2,15.24,0.7555,25.0,1,SYNTHETIC
0.3014,0.1315,0.8099,0,0.0029,4,30.44,0.843,58.79,0,SYNTHETIC
0.8306,0.7861,0.6021,1,0.0614,2,17.58,0.5853,74.28,0,SYNTHETIC
0.7133,0.6403,0.7471,1,0.0266,3,5.38,0.4399,31.57,1,SYNTHETIC
0.6465,0.5979,0.664,2,0.309,0,1.05,0.6048,36.15,0,SYNTHETIC
0.3645,0.3355,0.2664,8,-0.1523,2,14.08,0.4124,80.39,0,SYNTHETIC
0.5095,0.2631,0.2639,3,0.1576,0,5.09,0.3641,48.98,1,SYNTHETIC
0.4833,0.4032,0.3085,7,-0.0007,2,0.52,0.6519,64.19,0,SYNTHETIC
0.5107,0.2842,0.665,1,0.1832,3,1.43,0.3681,61.18,0,SYNTHETIC
0.7079,0.6826,0.4734,2,0.0514,2,22.14,0.2875,82.68,0,SYNTHETIC
0.5778,0.5689,0.7828,0,-0.0078,1,0.42,0.5791,27.7,0,SYNTHETIC
0.5585,0.5121,0.6988,1,0.0468,2,3.8,0.613,51.03,0,SYNTHETIC
0.5758,0.4534,0.6295,1,-0.0611,2,21.41,0.5189,49.98,0,SYNTHETIC
0.4806,0.347,0.7108,3,0.0802,3,31.28,0.8898,38.15,1,SYNTHETIC
0.488,0.3545,0.5498,3,0.0564,0,18.47,0.7802,49.84,1,SYNTHETIC
0.6811,0.6309,0.8611,0,0.082,3,7.32,0.6296,30.74,1,SYNTHETIC
0.321,0.1236,0.9353,1,0.0619,0,15.35,0.8297,54.77,0,SYNTHETIC
0.6393,0.3919,0.1759,8,-0.1524,5,2.1,0.2633,17.3,1,SYNTHETIC
0.424,0.2668,0.7049,0,0.1559,3,4.13,0.5357,37.35,1,SYNTHETIC
0.5116,0.2627,0.5891,2,0.114,0,6.34,0.4607,41.85,1,SYNTHETIC
0.4943,0.3735,0.7546,3,0.0117,0,16.88,0.7651,47.63,0,SYNTHETIC
0.7906,0.7217,0.2761,5,0.0004,3,3.21,0.405,36.19,0,SYNTHETIC
0.6418,0.6175,0.6855,1,-0.1824,1,24.73,0.694,50.05,1,SYNTHETIC
0.4195,0.1833,0.7617,1,0.1785,0,5.46,0.3571,11.27,0,SYNTHETIC
0.6668,0.5845,0.8718,1,0.2941,1,8.82,0.338,57.38,0,SYNTHETIC
0.347,0.3068,0.6291,1,0.1797,4,5.9,0.5716,49.46,0,SYNTHETIC
0.595,0.5711,0.7981,0,0.1493,0,2.18,0.512,79.63,0,SYNTHETIC
0.522,0.3903,0.8202,0,0.0706,1,4.02,0.7001,54.02,0,SYNTHETIC
0.54,0.513,0.6434,2,-0.1074,0,8.4,0.8239,51.87,0,SYNTHETIC
0.6329,0.6329,0.8164,1,-0.0682,1,8.65,0.6064,32.74,0,SYNTHETIC
0.465,0.2171,0.8863,0,0.0403,3,7.23,0.2736,50.39,1,SYNTHETIC
0.6755,0.6235,0.8338,0,0.1429,0,8.62,0.4,38.48,0,SYNTHETIC
0.6307,0.4345,0.5425,3,0.4207,2,3.61,0.9375,44.74,0,SYNTHETIC
0.4677,0.3418,0.7158,1,0.1504,2,36.49,0.7525,85.7,1,SYNTHETIC
0.4434,0.2339,0.4979,2,-0.0706,3,16.89,0.4713,62.63,0,SYNTHETIC
0.2602,0.0467,0.5018,2,0.0772,2,8.03,0.5218,58.48,1,SYNTHETIC
0.4959,0.3229,0.532,1,0.1136,1,50.26,0.4641,37.6,1,SYNTHETIC
0.394,0.2035,0.9607,0,0.0945,1,1.03,0.7834,72.99,1,SYNTHETIC
0.2191,0.1796,0.4583,7,0.0431,1,25.54,0.8663,34.74,1,SYNTHETIC
0.8635,0.815,0.6418,0,0.2461,1,0.89,0.66,30.07,0,SYNTHETIC
0.5732,0.4082,0.8314,0,0.1707,1,18.58,0.6474,52.14,0,SYNTHETIC
0.7958,0.578,0.7219,1,-0.0312,0,18.15,0.4583,50.62,1,SYNTHETIC
0.4143,0.2437,0.8391,3,0.0382,1,18.88,0.6182,66.39,0,SYNTHETIC
0.5723,0.5513,0.7366,0,0.2995,0,22.68,0.3082,59.91,1,SYNTHETIC
0.4451,0.1992,0.5119,1,0.1661,2,2.78,0.4868,25.22,0,SYNTHETIC
0.7196,0.6595,0.4759,1,-0.0061,2,4.78,0.1444,34.23,0,SYNTHETIC
0.7377,0.5884,0.3365,0,0.2648,3,0.7,0.9342,63.22,0,SYNTHETIC
0.6563,0.646,0.342,4,0.2243,2,23.93,0.3552,59.7,0,SYNTHETIC
0.3723,0.2095,0.4947,3,-0.0893,0,9.48,0.6167,55.77,1,SYNTHETIC
0.3078,0.2603,0.8144,1,0.3003,0,30.65,0.4699,93.12,1,SYNTHETIC
0.535,0.518,0.326,2,-0.0443,2,10.53,0.6815,35.72,1,SYNTHETIC
0.4152,0.2414,0.7326,1,-0.0649,1,2.3,0.3482,24.02,0,SYNTHETIC
0.5944,0.4907,0.4446,3,0.2525,4,21.85,0.5802,44.03,1,SYNTHETIC
0.4795,0.3256,0.6011,2,0.0865,3,1.28,0.8276,33.98,0,SYNTHETIC
0.6178,0.6021,0.292,3,-0.0776,1,4.07,0.2724,56.97,0,SYNTHETIC
0.3363,0.2536,0.5087,1,-0.0646,2,12.49,0.7902,52.8,1,SYNTHETIC
0.227,0.0297,0.6353,2,-0.1966,2,37.41,0.6373,61.64,0,SYNTHETIC
0.4361,0.2824,0.4641,2,-0.0036,1,0.18,0.7649,41.92,0,SYNTHETIC
0.3972,0.1894,0.4358,3,0.2514,2,3.52,0.3112,54.69,0,SYNTHETIC
0.752,0.646,0.5563,3,0.2209,4,0.18,0.451,77.18,0,SYNTHETIC
0.6537,0.4567,0.9381,0,0.0954,1,7.9,0.6159,37.41,1,SYNTHETIC
0.3751,0.2131,0.578,3,-0.0419,1,1.62,0.8185,24.62,0,SYNTHETIC
0.8548,0.8002,0.5995,1,-0.1614,2,7.46,0.393,67.44,1,SYNTHETIC
0.311,0.304,0.7103,3,-0.2573,1,0.56,0.5383,26.84,1,SYNTHETIC
0.5617,0.5517,0.4439,2,-0.0548,2,18.8,0.4286,77.47,1,SYNTHETIC
0.1282,0.0452,0.7654,1,0.3116,3,20.05,0.6229,59.41,1,SYNTHETIC
0.3734,0.3074,0.9157,0,0.1669,2,42.72,0.3798,9.19,0,SYNTHETIC
0.8047,0.6426,0.7675,2,0.0974,0,19.33,0.8625,60.28,0,SYNTHETIC
0.3821,0.1398,0.2523,1,0.0614,1,15.54,0.7675,42.9,0,SYNTHETIC
0.5149,0.3672,0.7328,2,-0.1127,1,21.24,0.7673,76.49,0,SYNTHETIC
0.8236,0.6751,0.7211,2,-0.2139,4,14.08,0.6966,42.71,1,SYNTHETIC
0.5157,0.3554,0.635,1,-0.0666,2,10.15,0.432,36.97,0,SYNTHETIC
0.5245,0.3688,0.2648,3,0.0175,2,3.41,0.423,39.07,1,SYNTHETIC
0.8686,0.691,0.5675,2,-0.0273,0,33.82,0.7798,47.78,0,SYNTHETIC
0.6109,0.5119,0.6876,3,-0.1545,0,15.64,0.2854,25.41,1,SYNTHETIC
0.8064,0.5592,0.7378,0,0.2405,3,2.69,0.3321,22.46,0,SYNTHETIC
0.7569,0.5299,0.654,0,-0.2007,3,0.77,0.3366,73.22,1,SYNTHETIC
0.2849,0.183,0.4895,3,0.0331,2,11.15,0.4339,55.6,0,SYNTHETIC
0.4981,0.4353,0.8219,1,-0.0176,3,15.19,0.9515,29.58,1,SYNTHETIC
0.7547,0.6492,0.492,3,0.019,2,14.93,0.5966,81.33,0,SYNTHETIC
0.6694,0.4859,0.6015,2,-0.1749,2,19.29,0.29,49.94,0,SYNTHETIC
0.6012,0.3608,0.194,6,0.2991,2,3.9,0.8965,51.6,1,SYNTHETIC
0.5314,0.444,0.7395,0,-0.294,0,5.14,0.7241,57.4,0,SYNTHETIC
0.465,0.2746,0.2439,4,0.0075,1,20.3,0.6095,29.53,0,SYNTHETIC
0.186,0.0092,0.6281,2,-0.2539,3,49.68,0.8612,50.34,1,SYNTHETIC
0.8033,0.7878,0.5119,0,-0.1223,0,5.94,0.5423,24.74,0,SYNTHETIC
0.643,0.4456,0.3685,4,-0.0853,4,3.63,0.6881,58.13,1,SYNTHETIC
0.2178,0.0195,0.7631,1,-0.1312,1,10.28,0.5694,37.95,0,SYNTHETIC
0.6928,0.5856,0.7409,4,-0.0093,2,6.49,0.3233,63.78,0,SYNTHETIC
0.3924,0.1728,0.6398,3,-0.0542,1,11.21,0.5429,11.49,1,SYNTHETIC
0.4586,0.3304,0.2068,4,0.0013,0,0.88,0.4719,69.76,0,SYNTHETIC
0.3313,0.2076,0.5557,5,0.0319,5,3.61,0.6432,39.16,1,SYNTHETIC
0.5249,0.5009,0.4085,1,-0.1745,3,10.63,0.5798,58.58,1,SYNTHETIC
0.6438,0.4435,0.6484,0,0.1412,2,33.3,0.3232,74.35,0,SYNTHETIC
0.6119,0.3681,0.337,5,-0.1437,2,2.72,0.6522,49.62,1,SYNTHETIC
0.817,0.7727,0.824,3,-0.0552,2,5.4,0.6366,44.1,0,SYNTHETIC
0.5192,0.3985,0.2137,8,-0.116,1,16.09,0.7991,53.87,1,SYNTHETIC
0.4007,0.3273,0.5645,4,-0.1994,1,5.06,0.8313,49.15,1,SYNTHETIC
0.7874,0.6837,0.3927,3,0.1308,2,7.06,0.5969,44.01,1,SYNTHETIC
0.71,0.6701,0.5317,2,0.102,2,12.64,0.6982,59.99,1,SYNTHETIC
0.6691,0.5114,0.2121,3,-0.1056,2,2.41,0.5776,70.07,1,SYNTHETIC
0.5817,0.5012,0.8812,0,0.2727,0,48.8,0.7951,68.49,0,SYNTHETIC
0.4514,0.3667,0.5394,4,0.0519,1,2.41,0.426,54.06,0,SYNTHETIC
0.2992,0.2715,0.8844,1,0.1158,1,13.63,0.7522,95.01,0,SYNTHETIC
0.7528,0.6463,0.7561,1,0.3192,0,5.23,0.7845,61.25,1,SYNTHETIC
0.4199,0.4175,0.5208,4,0.1555,3,20.51,0.5773,28.84,1,SYNTHETIC
0.4308,0.2673,0.3826,5,0.0238,0,11.47,0.8434,73.84,0,SYNTHETIC
0.7814,0.5784,0.782,3,0.0517,0,32.95,0.4209,72.97,0,SYNTHETIC
0.1883,0.1587,0.5596,4,-0.0826,0,24.48,0.9443,67.22,0,SYNTHETIC
0.8569,0.8381,0.8579,0,0.0115,2,7.51,0.6109,12.64,0,SYNTHETIC
0.6285,0.4775,0.4652,2,-0.0107,1,13.13,0.8358,70.19,0,SYNTHETIC
0.5983,0.3783,0.6037,2,0.2355,0,3.44,0.9175,21.45,0,SYNTHETIC
0.3948,0.2305,0.6742,1,-0.0827,2,7.99,0.8687,45.51,1,SYNTHETIC
0.4628,0.239,0.778,3,0.0667,1,16.13,0.3124,92.3,0,SYNTHETIC
0.5743,0.3694,0.4482,4,0.1897,1,6.78,0.8068,66.99,1,SYNTHETIC
0.7273,0.5088,0.6046,1,-0.0127,2,34.67,0.6742,53.95,0,SYNTHETIC
0.711,0.5521,0.5482,6,-0.1321,1,2.1,0.6451,60.1,0,SYNTHETIC
0.8387,0.7354,0.5237,1,0.0991,2,34.96,0.3374,81.08,0,SYNTHETIC
0.19,0.1706,0.4699,3,0.1356,2,19.43,0.5352,26.78,0,SYNTHETIC
0.5208,0.4552,0.5315,3,0.0969,0,2.92,0.5847,37.74,0,SYNTHETIC
0.4389,0.2973,0.6625,4,-0.0702,3,7.49,0.4623,85.55,0,SYNTHETIC
0.5279,0.3587,0.4027,2,0.0131,1,16.17,0.639,66.78,1,SYNTHETIC
0.6465,0.6441,0.9169,0,0.1456,2,16.92,0.9345,57.88,1,SYNTHETIC
0.5652,0.5287,0.3836,5,0.0479,0,5.19,0.4464,72.31,1,SYNTHETIC
