current_mastery,prerequisite_avg,prerequisite_min,incorrect_attempts,recent_accuracy,confusion_frequency,recent_confusion_count,time_since_last_practice,total_attempts,streak,revision_completion_rate,previous_concept_accuracy,is_confused,dataset_type
0.4216,0.6066,0.5332,3,0.6428,0.7229,1,0.56,11,5,0.1099,0.5324,0,SYNTHETIC
0.5778,0.4301,0.3105,1,0.7549,0.2857,0,33.72,12,3,0.7302,0.9329,0,SYNTHETIC
0.7537,0.5983,0.5219,4,0.4715,0.5989,5,2.88,14,1,0.6371,0.6432,1,SYNTHETIC
0.241,0.3809,0.2772,6,0.3248,0.8293,1,22.57,15,0,0.5124,0.5141,1,SYNTHETIC
0.6942,0.8516,0.7819,5,0.5526,0.509,1,49.59,14,0,0.5059,0.5281,1,SYNTHETIC
0.677,0.9256,0.8392,4,0.6475,0.1486,0,8.58,11,3,0.7684,0.6554,1,SYNTHETIC
0.3744,0.4458,0.287,3,0.7837,0.1646,1,19.05,19,1,0.4498,1.0,0,SYNTHETIC
0.9321,0.7436,0.6664,2,0.8174,0.3581,1,93.49,8,2,0.5199,0.9833,0,SYNTHETIC
0.4102,0.3543,0.2733,2,0.5274,0.3443,1,1.6,13,2,0.6703,0.2417,0,SYNTHETIC
0.979,0.6323,0.6181,0,0.8205,0.2514,0,33.22,14,1,0.709,0.8367,0,SYNTHETIC
0.8594,0.7186,0.716,10,0.1796,0.3923,2,11.26,17,2,0.4755,0.3592,1,SYNTHETIC
0.5508,0.5696,0.3927,2,0.5527,0.4611,0,64.16,19,3,0.6779,0.769,1,SYNTHETIC
0.1423,0.1388,0.0312,7,0.3134,0.8414,0,12.3,14,1,0.196,0.2647,1,SYNTHETIC
0.2139,0.8379,0.683,7,0.3801,0.4372,1,12.46,16,1,0.3529,0.3476,0,SYNTHETIC
0.9337,0.7006,0.5216,4,0.393,0.5301,4,2.18,13,1,0.3936,0.3826,1,SYNTHETIC
0.5492,0.5688,0.4246,2,1.0,0.2776,1,17.88,18,2,0.5297,1.0,0,SYNTHETIC
0.3445,0.5017,0.46,5,0.5166,0.1621,1,140.03,16,1,0.7342,0.6221,1,SYNTHETIC
0.5131,0.8545,0.7289,3,0.7298,0.2903,2,60.04,10,1,0.5328,0.7559,0,SYNTHETIC
0.6653,0.8855,0.8044,1,0.6586,0.2037,1,30.32,12,0,0.2738,0.6817,0,SYNTHETIC
0.8159,0.4493,0.3527,4,0.6827,0.339,1,55.25,11,2,0.6535,0.9015,0,SYNTHETIC
0.6502,0.8229,0.7916,3,0.6813,0.5035,2,69.09,11,2,0.2421,0.4833,1,SYNTHETIC
0.4447,0.7918,0.7872,1,0.6594,0.2046,1,77.32,13,2,0.6856,0.5509,1,SYNTHETIC
0.874,0.8252,0.7852,2,0.8895,0.7212,1,13.02,14,0,0.8037,0.6783,1,SYNTHETIC
0.1617,0.5696,0.5272,6,0.108,0.6744,1,36.7,7,0,0.4929,0.3394,0,SYNTHETIC
0.3072,0.5691,0.3802,5,0.0799,0.5192,1,43.97,7,0,0.6092,0.152,0,SYNTHETIC
0.8677,0.6471,0.6414,5,0.7636,0.5355,2,73.81,12,0,0.6651,0.6382,1,SYNTHETIC
0.9145,0.8577,0.7858,1,0.8564,0.3016,1,11.19,12,1,0.5392,1.0,0,SYNTHETIC
0.6861,0.299,0.1376,4,0.348,0.8775,4,38.59,9,5,0.4573,0.3611,1,SYNTHETIC
0.6468,0.6125,0.5021,6,0.686,0.8291,3,7.1,9,1,0.4634,0.6142,0,SYNTHETIC
0.508,0.4416,0.3639,1,0.5069,0.4367,1,32.65,9,0,0.5558,0.5982,0,SYNTHETIC
0.6577,0.5713,0.5115,6,0.5045,0.3643,0,7.47,13,1,0.4986,0.182,1,SYNTHETIC
0.1906,0.218,0.1658,4,0.3434,0.6345,0,1.64,13,0,0.4893,0.357,0,SYNTHETIC
0.6902,0.495,0.3567,2,0.8677,0.4301,1,11.18,14,1,0.6148,0.9559,0,SYNTHETIC
0.8363,0.6808,0.572,2,0.8533,0.3004,1,13.93,11,3,0.8093,0.991,0,SYNTHETIC
0.7926,0.9293,0.8926,4,0.5259,0.3484,7,1.88,13,1,0.6418,0.3018,0,SYNTHETIC
0.5331,0.1547,0.1005,1,0.5027,0.6627,2,84.28,14,1,0.2232,0.5171,1,SYNTHETIC
0.5446,0.4173,0.324,5,0.3059,0.2598,0,10.05,14,2,0.5043,0.2922,1,SYNTHETIC
0.4049,0.4693,0.3706,4,0.4787,0.878,5,1.12,13,1,0.2804,0.5776,1,SYNTHETIC
0.7244,0.4842,0.2847,3,0.571,0.1457,2,0.29,13,0,0.7372,0.8061,0,SYNTHETIC
0.5386,0.5386,0.5363,2,0.3159,0.2766,1,2.45,20,1,0.6575,0.5424,0,SYNTHETIC
0.7755,0.6024,0.5966,5,0.3928,0.4738,1,25.31,14,3,0.7919,0.4159,0,SYNTHETIC
0.6462,0.497,0.3002,3,0.74,0.3522,0,47.22,12,2,0.4032,0.93,1,SYNTHETIC
0.0981,0.1391,0.1391,7,0.2121,0.4414,1,0.0,19,0,0.2974,0.1855,0,SYNTHETIC
0.5705,0.4175,0.22,5,0.4658,0.1871,1,8.29,12,2,0.6636,0.3942,1,SYNTHETIC
0.5289,0.8487,0.6892,2,0.738,0.1575,0,38.93,11,4,0.7692,0.8258,0,SYNTHETIC
0.6696,0.8028,0.6854,1,0.8694,0.4384,1,37.34,9,2,0.6216,0.5362,1,SYNTHETIC
0.4913,0.8334,0.7151,0,0.8701,0.2259,0,39.93,9,1,0.4431,1.0,0,SYNTHETIC
0.8763,0.602,0.5404,1,0.6287,0.4196,3,4.16,11,4,0.4292,0.6053,0,SYNTHETIC
0.7222,0.7849,0.6095,1,0.7546,0.8487,3,4.91,10,2,0.9332,0.8526,0,SYNTHETIC
0.59,0.767,0.6941,4,0.3095,0.1854,1,24.24,16,1,0.5694,0.5633,1,SYNTHETIC
0.3002,0.3326,0.2457,9,0.4125,0.4195,1,12.9,18,4,0.1915,0.4176,0,SYNTHETIC
0.1217,0.3961,0.3491,10,0.0,0.6964,1,55.29,16,0,0.1874,0.0,1,SYNTHETIC
0.2964,0.2321,0.2133,8,0.3984,0.7895,3,13.92,10,1,0.3379,0.0,0,SYNTHETIC
0.346,0.4792,0.2804,6,0.184,0.6027,0,1.25,14,0,0.6589,0.1527,0,SYNTHETIC
0.6669,0.5835,0.4131,6,0.4454,0.1484,2,79.8,21,4,0.3636,0.4611,1,SYNTHETIC
0.6343,0.4221,0.2316,2,0.6006,0.2849,0,51.38,12,2,0.5537,0.7492,0,SYNTHETIC
0.893,0.9028,0.7806,4,0.7109,0.3989,3,67.69,12,2,0.4544,0.7445,0,SYNTHETIC
0.7745,0.5333,0.4662,4,0.7023,0.6119,2,12.64,13,1,0.4863,0.8121,0,SYNTHETIC
0.9004,0.5114,0.4633,1,0.8333,0.0633,0,28.13,19,2,0.6478,0.4559,0,SYNTHETIC
0.0794,0.4935,0.3235,7,0.0527,0.6298,2,26.96,10,1,0.5395,0.0694,0,SYNTHETIC
0.727,0.6146,0.5649,2,0.7142,0.6246,1,11.8,14,3,0.6289,0.652,0,SYNTHETIC
0.0825,0.1128,0.0,9,0.0511,0.8791,4,0.27,13,0,0.4612,0.1492,1,SYNTHETIC
0.899,0.8601,0.6791,1,0.5291,0.4443,1,0.24,16,4,0.8265,0.6054,0,SYNTHETIC
0.4468,0.3047,0.2279,1,0.7998,0.4023,1,5.07,15,5,0.4844,0.8479,0,SYNTHETIC
0.7237,0.7764,0.6412,7,0.3409,0.2809,1,48.58,14,3,0.2419,0.2728,0,SYNTHETIC
0.6174,0.6838,0.4886,5,0.6382,0.1717,0,9.26,12,3,0.5342,0.677,0,SYNTHETIC
0.4731,0.5858,0.529,1,0.3624,0.1107,0,78.38,14,0,0.3303,0.7849,0,SYNTHETIC
0.6954,0.7811,0.6083,3,0.559,0.2249,0,17.42,15,2,0.2486,0.7024,0,SYNTHETIC
0.2089,0.2416,0.1268,7,0.2133,0.5476,2,63.77,15,1,0.3653,0.1758,1,SYNTHETIC
0.6381,0.5421,0.419,5,0.5102,0.4631,2,31.52,18,0,0.8655,0.2814,1,SYNTHETIC
0.2903,0.5144,0.4785,2,0.2761,0.3792,0,9.31,17,0,0.1056,0.1689,1,SYNTHETIC
0.6041,0.6852,0.6498,1,1.0,0.9482,6,23.65,16,5,0.3149,0.8766,0,SYNTHETIC
0.3163,0.622,0.4768,6,0.2793,0.527,1,16.62,12,1,0.2047,0.1798,0,SYNTHETIC
0.6945,0.7092,0.5282,5,0.5148,0.3146,2,50.79,10,0,0.7851,0.467,0,SYNTHETIC
0.6296,0.4962,0.4028,5,0.6925,0.225,1,24.5,11,1,0.6006,0.5925,0,SYNTHETIC
0.0679,0.7021,0.5641,8,0.7355,0.844,4,10.65,10,2,0.0917,0.5946,1,SYNTHETIC
0.4941,0.4257,0.2416,4,0.3011,0.7104,4,7.69,12,1,0.657,0.3073,0,SYNTHETIC
0.3862,0.4816,0.3032,2,0.4967,0.5025,2,12.94,15,1,0.5677,0.6585,0,SYNTHETIC
0.9339,0.7097,0.5819,2,0.7706,0.3809,0,14.13,16,4,0.5081,0.6911,0,SYNTHETIC
0.6509,0.503,0.4032,1,1.0,0.0221,0,21.25,18,2,0.2937,0.6379,0,SYNTHETIC
0.6132,0.512,0.4376,4,0.2584,0.3739,3,10.07,12,1,0.3954,0.486,1,SYNTHETIC
0.6577,0.7496,0.7305,2,0.4985,0.8076,2,73.29,14,1,0.2377,0.6447,0,SYNTHETIC
0.0998,0.1217,0.0128,6,0.2958,0.4427,3,3.04,13,1,0.2636,0.7246,1,SYNTHETIC
0.404,0.6463,0.4717,0,0.5714,0.0486,0,7.77,12,5,0.6698,0.6878,1,SYNTHETIC
0.2892,0.1537,0.0811,13,0.0451,0.9569,1,52.64,19,1,0.3341,0.0982,1,SYNTHETIC
0.2212,0.5953,0.4551,10,0.1693,0.2568,0,13.47,12,0,0.1708,0.0,0,SYNTHETIC
0.4981,0.4371,0.377,5,0.7974,0.2511,2,1.67,13,2,0.7924,0.9144,0,SYNTHETIC
0.5847,0.7152,0.6554,0,0.8177,0.2425,0,11.14,12,4,0.776,1.0,0,SYNTHETIC
0.7569,0.5081,0.4845,0,0.8225,0.2538,1,20.54,17,2,0.8431,0.9458,1,SYNTHETIC
0.4269,0.2556,0.1991,4,0.4168,0.6974,5,16.98,13,0,0.1739,0.1519,1,SYNTHETIC
0.1803,0.1097,0.0,3,0.4154,0.7434,1,12.62,12,1,0.5913,0.5659,0,SYNTHETIC
0.211,0.741,0.5662,4,0.4637,0.3793,0,25.53,7,2,0.4258,0.5017,0,SYNTHETIC
0.0054,0.6322,0.4857,5,0.147,0.7045,1,4.63,10,0,0.2782,0.2109,1,SYNTHETIC
0.9264,0.9289,0.854,3,0.9517,0.3155,0,15.0,22,1,0.6864,0.9008,0,SYNTHETIC
0.3707,0.6388,0.4563,3,0.3056,0.5493,0,21.56,16,1,0.675,0.3968,0,SYNTHETIC
0.7313,0.4979,0.3682,3,0.5977,0.0695,1,26.27,13,2,0.8946,0.6327,0,SYNTHETIC
0.63,0.6702,0.6128,0,0.6822,0.2374,0,12.25,9,3,0.5585,0.5619,0,SYNTHETIC
0.6243,0.7278,0.6418,6,0.3511,0.5708,1,15.71,9,2,0.7806,0.3516,0,SYNTHETIC
0.8749,0.612,0.5059,4,0.4001,0.5337,2,8.23,12,1,0.7699,0.3258,1,SYNTHETIC
0.6416,0.595,0.441,1,0.9368,0.2375,0,71.24,14,0,0.4684,0.7352,0,SYNTHETIC
0.5734,0.4855,0.3922,10,0.6357,0.5955,1,3.55,12,2,0.7945,0.336,1,SYNTHETIC
0.111,0.2714,0.1263,5,0.1663,0.8591,1,21.4,6,0,0.3018,0.3679,1,SYNTHETIC
0.2055,0.2371,0.0619,9,0.4317,0.3512,0,10.77,14,0,0.2987,0.3391,0,SYNTHETIC
0.2348,0.3496,0.1612,7,0.5517,0.4796,0,80.84,13,2,0.4614,0.4552,0,SYNTHETIC
0.3598,0.3672,0.227,6,0.469,0.3361,0,12.17,12,2,0.1975,0.5661,0,SYNTHETIC
0.144,0.5825,0.4918,8,0.2309,0.9509,0,9.89,12,1,0.5681,0.3423,1,SYNTHETIC
0.4583,0.3806,0.358,1,0.6742,0.3983,1,110.94,12,0,0.41,0.6864,1,SYNTHETIC
0.7661,0.6409,0.5781,4,0.8461,0.5885,1,2.77,15,3,0.5707,0.9178,0,SYNTHETIC
0.8144,0.6334,0.4967,2,0.7478,0.1529,0,1.07,13,1,0.9092,0.6426,0,SYNTHETIC
0.4993,0.5221,0.4394,2,0.6498,0.3713,1,0.17,13,0,0.8076,1.0,0,SYNTHETIC
0.6323,0.6841,0.4874,9,0.699,0.6853,0,21.49,12,3,0.8897,0.4564,0,SYNTHETIC
0.2579,0.5435,0.4881,3,0.6485,0.4968,0,0.08,11,3,0.2381,0.5226,0,SYNTHETIC
0.3539,0.5591,0.5377,1,0.7452,0.4056,2,21.69,9,2,0.5627,0.8657,0,SYNTHETIC
0.9476,0.8172,0.7073,2,0.7584,0.1128,1,11.61,11,2,0.2646,0.7295,1,SYNTHETIC
0.4897,0.2897,0.2289,5,0.0822,0.4117,1,20.51,11,0,0.1583,0.1894,0,SYNTHETIC
0.5951,0.7767,0.7325,1,0.9925,0.2778,0,1.34,13,1,0.766,1.0,0,SYNTHETIC
0.8601,0.3271,0.208,5,0.2619,0.271,0,13.47,15,1,0.8902,0.3756,1,SYNTHETIC
0.126,0.7131,0.6006,5,0.3565,0.497,1,55.47,14,2,0.5026,0.672,0,SYNTHETIC
0.5188,0.2222,0.1935,8,0.034,0.5926,1,0.9,13,2,0.3145,0.2264,0,SYNTHETIC
0.2556,0.5371,0.4598,3,0.7488,0.4348,3,5.14,15,0,0.8228,1.0,0,SYNTHETIC
0.8148,0.4357,0.2406,7,0.1791,0.4096,3,3.41,12,1,0.5127,0.0072,0,SYNTHETIC
0.6266,0.4374,0.3128,0,0.9934,0.3848,1,25.08,11,3,0.3302,1.0,0,SYNTHETIC
0.5641,0.3765,0.2533,8,0.3164,0.5794,0,7.22,8,0,0.8461,0.3793,1,SYNTHETIC
0.6851,0.1504,0.0893,6,0.2679,0.8241,2,15.07,15,2,0.4195,0.459,1,SYNTHETIC
0.5396,0.8308,0.7435,4,0.6522,0.127,2,24.84,7,2,0.4523,0.7999,0,SYNTHETIC
0.4306,0.3959,0.3016,4,0.5939,0.4195,0,119.7,12,1,0.6157,0.6599,1,SYNTHETIC
0.586,0.5729,0.5301,6,0.386,0.4038,0,18.09,14,3,0.6503,0.1609,1,SYNTHETIC
0.0643,0.2768,0.2331,3,0.3481,0.8541,1,27.58,15,2,0.421,0.7735,1,SYNTHETIC
0.2637,0.1621,0.0732,5,0.3838,0.7778,2,41.32,8,0,0.2888,0.416,1,SYNTHETIC
0.6949,0.6574,0.5627,0,0.7993,0.3909,3,11.64,10,4,0.8854,0.5804,1,SYNTHETIC
0.9376,0.7872,0.7665,4,0.4931,0.1151,0,18.41,13,2,0.2843,0.8086,0,SYNTHETIC
0.3225,0.3488,0.2036,6,0.0411,0.4438,1,4.18,9,1,0.1119,0.1191,1,SYNTHETIC
0.2548,0.186,0.0065,7,0.0689,0.8711,3,51.53,15,0,0.7071,0.2389,0,SYNTHETIC
0.5436,0.8146,0.8113,6,0.5185,0.187,0,10.24,15,0,0.4132,0.5856,1,SYNTHETIC
0.7717,0.4215,0.4191,2,0.7443,0.1453,0,15.29,9,0,0.4788,0.7584,1,SYNTHETIC
0.7305,0.8186,0.7027,2,0.7012,0.3832,1,18.15,14,2,0.8799,0.9344,0,SYNTHETIC
0.7223,0.7263,0.6263,2,0.6907,0.2479,3,154.28,13,2,0.4613,0.5263,0,SYNTHETIC
0.8985,0.4596,0.4487,3,0.4987,0.275,0,10.09,13,4,0.5733,0.8368,0,SYNTHETIC
0.5641,0.9628,0.7964,0,0.9347,0.1478,0,72.89,15,1,0.8632,0.814,1,SYNTHETIC
0.2628,0.6101,0.5921,4,0.3285,0.2915,0,8.78,9,1,0.2099,0.2352,0,SYNTHETIC
0.707,0.2421,0.0466,4,0.4808,0.3788,0,28.49,19,0,0.4693,0.421,0,SYNTHETIC
0.7888,0.8028,0.6375,3,0.6603,0.3278,0,3.2,12,2,0.1082,1.0,0,SYNTHETIC
0.6943,0.3385,0.2741,4,0.5191,0.3285,0,5.13,16,3,0.2834,0.5282,0,SYNTHETIC
0.6999,0.4108,0.2965,6,0.5886,0.6012,0,46.27,14,2,0.782,0.9179,1,SYNTHETIC
0.1491,0.6225,0.6032,10,0.3465,0.4864,1,45.72,11,0,0.2251,0.1793,0,SYNTHETIC
0.8482,0.935,0.7728,0,0.5307,0.0745,0,10.05,8,4,0.4784,0.7873,0,SYNTHETIC
0.4484,0.5838,0.5286,3,0.6922,0.3972,2,45.22,11,2,0.6277,0.8858,0,SYNTHETIC
0.1395,0.1697,0.1305,6,0.2585,0.867,2,0.82,12,1,0.1256,0.2748,1,SYNTHETIC
0.8735,0.2636,0.0707,2,0.5307,0.5121,2,5.76,11,3,0.1107,0.9069,0,SYNTHETIC
0.6859,0.578,0.4806,1,0.8507,0.401,2,28.96,18,5,0.7455,0.919,1,SYNTHETIC
0.2541,0.5177,0.4439,9,0.3056,0.8804,3,29.02,13,0,0.0825,0.3691,1,SYNTHETIC
0.6758,0.8257,0.6785,3,0.8835,0.0437,0,0.67,9,3,0.3394,0.8494,0,SYNTHETIC
0.38,0.3479,0.201,1,0.6295,0.8608,2,49.47,13,2,0.3134,0.6509,1,SYNTHETIC
0.785,0.5642,0.3768,4,0.7148,0.2688,0,23.45,15,2,0.6822,0.8352,0,SYNTHETIC
0.8635,0.7961,0.6935,1,0.8736,0.2177,2,31.48,15,3,0.4396,0.953,1,SYNTHETIC
0.3984,0.2774,0.1458,7,0.0556,0.8371,2,0.46,12,0,0.1672,0.4491,1,SYNTHETIC
0.7627,0.8534,0.7366,6,0.7774,0.6967,1,15.12,15,3,0.2521,0.279,0,SYNTHETIC
0.8806,0.915,0.7815,6,0.6033,0.8166,2,19.9,9,1,0.2207,0.6167,0,SYNTHETIC
0.1889,0.148,0.0,2,0.2434,0.5851,2,17.18,18,1,0.7353,0.2672,0,SYNTHETIC
0.7106,0.8665,0.8186,0,0.4743,0.1004,1,28.7,16,0,0.709,0.5803,0,SYNTHETIC
0.6753,0.584,0.5678,2,0.7102,0.2003,1,6.79,12,2,0.6115,0.9163,0,SYNTHETIC
0.2474,0.3947,0.3777,9,0.0213,0.5771,0,23.42,7,0,0.0908,0.3479,1,SYNTHETIC
0.3818,0.3699,0.3006,3,0.3694,0.3274,1,44.85,14,2,0.1098,0.2074,1,SYNTHETIC
0.8413,0.7489,0.5567,0,0.9338,0.1212,1,31.64,11,0,0.6947,0.7578,0,SYNTHETIC
0.7529,0.357,0.3443,2,0.6221,0.544,1,29.98,12,1,0.2472,0.6011,0,SYNTHETIC
0.5347,0.3169,0.1521,3,0.6386,0.4705,1,8.95,17,0,0.6233,0.7421,1,SYNTHETIC
0.9138,0.9144,0.7981,2,0.8177,0.0538,1,26.72,13,1,0.7564,0.7851,1,SYNTHETIC
0.8714,0.7641,0.6715,7,0.4314,0.7633,3,36.39,7,0,0.4549,0.4042,0,SYNTHETIC
0.6316,0.7112,0.5439,7,0.3403,0.3463,0,0.33,11,2,0.563,0.4503,0,SYNTHETIC
0.5181,0.2663,0.2425,4,0.6439,0.6652,2,5.79,7,2,0.3187,0.5699,1,SYNTHETIC
0.2294,0.3758,0.3493,1,0.3817,0.6113,0,60.54,15,1,0.6583,0.2321,0,SYNTHETIC
0.3767,0.1425,0.0358,7,0.1355,0.8485,0,24.94,12,0,0.1936,0.0484,1,SYNTHETIC
0.4344,0.1654,0.0,2,0.3009,0.685,2,57.21,13,0,0.4515,0.3119,1,SYNTHETIC
0.1447,0.2931,0.2749,5,0.078,0.8147,6,12.62,18,0,0.4465,0.0,1,SYNTHETIC
0.1638,0.1803,0.0,2,0.219,0.6463,2,2.83,14,1,0.3188,0.3762,0,SYNTHETIC
0.2053,0.7397,0.6575,9,0.1799,0.5203,3,66.02,11,0,0.1246,0.4023,1,SYNTHETIC
0.9028,0.3389,0.2156,5,0.4657,0.7224,0,6.06,12,0,0.6891,0.1642,1,SYNTHETIC
0.9353,0.9435,0.8329,3,0.6789,0.4482,1,5.75,10,0,0.5688,0.8953,0,SYNTHETIC
0.7683,0.5522,0.4772,1,0.8879,0.5831,1,15.63,15,1,0.7717,0.8462,0,SYNTHETIC
0.0812,0.2218,0.1389,3,0.5612,0.7196,1,29.39,11,1,0.5732,0.6107,1,SYNTHETIC
0.7452,0.8773,0.8496,1,0.7892,0.0956,0,8.17,16,1,0.8598,0.4777,0,SYNTHETIC
0.267,0.1596,0.1388,4,0.2567,0.753,4,6.03,12,0,0.2782,0.6167,0,SYNTHETIC
0.4805,0.7147,0.5349,2,0.5281,0.5807,3,34.46,9,1,0.7477,0.3687,0,SYNTHETIC
0.7538,0.7327,0.7178,1,0.6176,0.3487,3,10.02,15,4,0.1951,0.7946,0,SYNTHETIC
0.5661,0.5654,0.5202,2,0.9228,0.6516,1,1.72,11,3,0.6044,1.0,1,SYNTHETIC
0.4252,0.484,0.4574,6,0.4194,0.3734,2,15.27,10,1,0.6437,0.5812,0,SYNTHETIC
0.4956,0.428,0.3429,1,0.0113,0.9299,2,12.59,13,0,0.1004,0.0,1,SYNTHETIC
0.6809,0.8811,0.8121,4,0.6036,0.21,3,14.57,11,2,0.5508,0.5703,0,SYNTHETIC
0.752,0.6295,0.5816,0,0.9661,0.1513,1,22.17,16,2,0.2513,0.838,0,SYNTHETIC
0.6665,0.4891,0.447,4,0.6463,0.6884,1,20.58,12,3,0.8625,0.4263,0,SYNTHETIC
0.9397,0.6909,0.5294,3,0.4372,0.5069,1,22.82,10,0,0.9175,0.163,1,SYNTHETIC
0.2229,0.4961,0.4404,7,0.2104,0.6926,1,0.27,12,1,0.2506,0.0494,1,SYNTHETIC
0.7142,0.2736,0.2427,2,0.6335,0.6069,0,17.19,10,1,0.5277,0.5739,0,SYNTHETIC
0.6149,0.8135,0.7385,5,0.519,0.2106,1,3.23,10,1,0.6663,0.4052,1,SYNTHETIC
0.1015,0.3915,0.3022,6,0.0467,0.3756,1,31.73,15,0,0.6155,0.0492,0,SYNTHETIC
0.7887,0.7119,0.6622,3,0.8639,0.1013,0,10.05,9,2,0.6024,1.0,0,SYNTHETIC
0.6256,0.2209,0.1892,5,0.5516,0.297,1,14.54,11,1,0.8359,0.638,1,SYNTHETIC
0.654,0.3475,0.2598,4,0.5033,0.4445,1,87.37,15,1,0.407,0.1833,1,SYNTHETIC
0.8294,0.1766,0.0083,3,0.9486,0.1676,0,4.15,14,2,0.8866,0.9254,0,SYNTHETIC
0.3565,0.4484,0.2553,6,0.2135,0.5759,2,11.95,15,0,0.2911,0.0,1,SYNTHETIC
0.7833,0.8052,0.6967,1,0.7501,0.0588,0,9.5,16,2,0.8245,0.3415,0,SYNTHETIC
0.712,0.7923,0.648,0,0.9859,0.4195,4,23.0,8,3,0.3691,0.9139,0,SYNTHETIC
0.8984,0.9644,0.8029,1,0.6753,0.1508,0,10.16,10,1,0.7439,0.7108,0,SYNTHETIC
0.7482,0.6769,0.65,4,0.5439,0.4951,3,32.82,12,2,0.4485,0.7456,0,SYNTHETIC
0.5075,0.8205,0.7374,7,0.0875,0.4287,0,3.23,12,0,0.878,0.3245,1,SYNTHETIC
0.2587,0.3062,0.2775,7,0.1662,0.5436,3,2.18,14,0,0.5323,0.0293,1,SYNTHETIC
0.4159,0.7307,0.5706,5,0.5493,0.5669,4,28.51,14,1,0.722,0.5992,1,SYNTHETIC
0.6242,0.8173,0.797,2,0.9044,0.3641,0,16.8,14,3,0.9064,0.6654,1,SYNTHETIC
0.6769,0.9105,0.801,3,0.7845,0.2598,3,3.33,15,3,0.872,0.788,1,SYNTHETIC
0.2636,0.7598,0.6164,2,0.6311,0.7468,3,7.61,11,3,0.3311,0.7065,0,SYNTHETIC
0.1999,0.7399,0.5605,7,0.2738,0.9691,1,30.59,15,1,0.4026,0.4122,1,SYNTHETIC
0.3604,0.1963,0.0559,5,0.2815,0.7235,1,27.87,13,0,0.2209,0.1891,1,SYNTHETIC
0.342,0.5458,0.4151,3,0.7937,0.6976,4,5.56,11,1,0.0925,0.5345,1,SYNTHETIC
0.1928,0.1427,0.0715,8,0.147,0.7316,2,9.58,13,1,0.1081,0.18,1,SYNTHETIC
0.5928,0.6119,0.5682,1,0.766,0.2977,5,42.0,10,7,0.4845,0.5431,0,SYNTHETIC
0.0458,0.2136,0.0532,2,0.2924,0.7724,0,22.27,10,2,0.6614,0.3233,1,SYNTHETIC
0.9209,0.7306,0.5525,1,0.8984,0.2863,0,8.77,15,1,0.3791,1.0,0,SYNTHETIC
0.0335,0.3876,0.2097,2,0.6244,0.5794,3,0.96,10,1,0.1443,0.056,1,SYNTHETIC
0.6751,0.8556,0.6929,3,0.5144,0.5801,0,22.87,9,1,0.2176,0.6527,0,SYNTHETIC
0.8875,0.612,0.4974,8,0.2657,0.7495,3,56.95,7,0,0.4936,0.0268,0,SYNTHETIC
0.489,0.6831,0.5541,6,0.4631,0.7051,2,18.54,19,1,0.4841,0.4345,0,SYNTHETIC
0.576,0.9323,0.8004,1,1.0,0.4106,1,13.26,10,2,0.9055,0.8554,0,SYNTHETIC
0.5428,0.6757,0.4988,3,0.4873,0.697,0,9.91,9,1,0.6113,0.291,1,SYNTHETIC
0.917,0.8087,0.7691,1,0.7785,0.2381,0,39.38,9,3,0.0975,0.8259,0,SYNTHETIC
0.6541,0.5291,0.3694,2,0.6042,0.1169,0,54.17,12,1,0.5505,0.7569,0,SYNTHETIC
0.225,0.3832,0.3636,8,0.5009,0.8001,2,3.65,17,1,0.2236,0.4131,1,SYNTHETIC
0.392,0.3577,0.2171,7,0.1682,0.4477,1,13.12,16,2,0.1549,0.5097,1,SYNTHETIC
0.582,0.5289,0.3521,7,0.3835,0.6324,5,42.57,11,0,0.0691,0.5504,1,SYNTHETIC
0.5358,0.4571,0.333,6,0.6296,0.5432,0,43.81,17,0,0.7739,0.5953,1,SYNTHETIC
0.2723,0.4013,0.2664,10,0.1804,0.8297,3,7.37,13,1,0.2597,0.2415,1,SYNTHETIC
0.297,0.2651,0.0969,9,0.6297,0.6021,2,7.27,11,1,0.4964,0.3223,0,SYNTHETIC
0.9395,0.7039,0.6406,2,0.6807,0.0408,0,8.64,15,2,0.6589,0.8165,0,SYNTHETIC
0.4884,0.6297,0.6034,7,0.5384,0.1579,0,8.44,9,3,0.6498,0.5413,0,SYNTHETIC
0.3696,0.1387,0.0091,5,0.3952,0.6887,2,7.71,18,1,0.1906,0.3751,1,SYNTHETIC
0.7447,0.7898,0.6076,2,0.9152,0.2488,0,8.24,17,1,0.8988,0.481,0,SYNTHETIC
0.0767,0.1662,0.0,3,0.2804,0.5382,2,28.91,16,1,0.7302,0.5586,1,SYNTHETIC
0.0668,0.6837,0.4865,3,0.4441,0.5492,0,17.23,11,1,0.1674,0.4717,0,SYNTHETIC
0.5931,0.431,0.3666,1,0.6803,0.5036,4,3.21,15,4,0.384,0.975,0,SYNTHETIC
0.5167,0.5498,0.5348,7,0.23,0.8123,6,72.27,11,1,0.3697,0.1272,1,SYNTHETIC
0.1739,0.0856,0.0,7,0.3965,0.7275,1,38.26,9,1,0.4734,0.1912,1,SYNTHETIC
0.362,0.5669,0.4019,4,0.0929,0.7171,3,15.94,11,2,0.1078,0.2046,1,SYNTHETIC
0.0726,0.2564,0.0838,8,0.0773,0.5686,1,49.28,13,0,0.1692,0.303,1,SYNTHETIC
