concept_baseline,signal_count,hour,is_anomaly,dataset_type
15.02,75.0,0,1,SYNTHETIC
15.02,12.0,1,0,SYNTHETIC
15.02,22.0,2,0,SYNTHETIC
15.02,25.0,3,0,SYNTHETIC
15.02,10.0,4,0,SYNTHETIC
15.02,18.0,5,0,SYNTHETIC
15.02,17.0,6,0,SYNTHETIC
15.02,16.0,7,0,SYNTHETIC
15.02,16.0,8,0,SYNTHETIC
15.02,16.0,9,0,SYNTHETIC
15.02,23.0,10,0,SYNTHETIC
15.02,25.0,11,0,SYNTHETIC
15.02,20.0,12,0,SYNTHETIC
15.02,17.0,13,0,SYNTHETIC
15.02,15.0,14,0,SYNTHETIC
15.02,20.0,15,0,SYNTHETIC
15.02,9.0,16,0,SYNTHETIC
15.02,8.0,17,0,SYNTHETIC
15.02,12.0,18,0,SYNTHETIC
15.02,13.0,19,0,SYNTHETIC
15.02,10.0,20,0,SYNTHETIC
15.02,14.0,21,0,SYNTHETIC
15.02,71.0,22,1,SYNTHETIC
15.02,12.0,23,0,SYNTHETIC
23.5,11.0,0,0,SYNTHETIC
23.5,25.0,1,0,SYNTHETIC
23.5,15.0,2,0,SYNTHETIC
23.5,19.0,3,0,SYNTHETIC
23.5,103.0,4,1,SYNTHETIC
23.5,20.0,5,0,SYNTHETIC
23.5,12.0,6,0,SYNTHETIC
23.5,21.0,7,0,SYNTHETIC
23.5,33.0,8,0,SYNTHETIC
23.5,20.0,9,0,SYNTHETIC
23.5,26.0,10,0,SYNTHETIC
23.5,26.0,11,0,SYNTHETIC
23.5,25.0,12,0,SYNTHETIC
23.5,23.0,13,0,SYNTHETIC
23.5,21.0,14,0,SYNTHETIC
23.5,28.0,15,0,SYNTHETIC
23.5,33.0,16,0,SYNTHETIC
23.5,21.0,17,0,SYNTHETIC
23.5,17.0,18,0,SYNTHETIC
23.5,29.0,19,0,SYNTHETIC
23.5,28.0,20,0,SYNTHETIC
23.5,29.0,21,0,SYNTHETIC
23.5,30.0,22,0,SYNTHETIC
23.5,22.0,23,0,SYNTHETIC
19.6,19.0,0,0,SYNTHETIC
19.6,18.0,1,0,SYNTHETIC
19.6,25.0,2,0,SYNTHETIC
19.6,11.0,3,0,SYNTHETIC
19.6,19.0,4,0,SYNTHETIC
19.6,69.0,5,1,SYNTHETIC
19.6,26.0,6,0,SYNTHETIC
19.6,14.0,7,0,SYNTHETIC
19.6,22.0,8,0,SYNTHETIC
19.6,11.0,9,0,SYNTHETIC
19.6,11.0,10,0,SYNTHETIC
19.6,23.0,11,0,SYNTHETIC
19.6,13.0,12,0,SYNTHETIC
19.6,19.0,13,0,SYNTHETIC
19.6,13.0,14,0,SYNTHETIC
19.6,19.0,15,0,SYNTHETIC
19.6,24.0,16,0,SYNTHETIC
19.6,22.0,17,0,SYNTHETIC
19.6,12.0,18,0,SYNTHETIC
19.6,16.0,19,0,SYNTHETIC
19.6,21.0,20,0,SYNTHETIC
19.6,18.0,21,0,SYNTHETIC
19.6,17.0,22,0,SYNTHETIC
19.6,19.0,23,0,SYNTHETIC
28.93,31.0,0,0,SYNTHETIC
28.93,28.0,1,0,SYNTHETIC
28.93,32.0,2,0,SYNTHETIC
28.93,39.0,3,0,SYNTHETIC
28.93,19.0,4,0,SYNTHETIC
28.93,22.0,5,0,SYNTHETIC
28.93,20.0,6,0,SYNTHETIC
28.93,37.0,7,0,SYNTHETIC
28.93,36.0,8,0,SYNTHETIC
28.93,20.0,9,0,SYNTHETIC
28.93,33.0,10,0,SYNTHETIC
28.93,47.0,11,0,SYNTHETIC
28.93,14.0,12,0,SYNTHETIC
28.93,33.0,13,0,SYNTHETIC
28.93,42.0,14,0,SYNTHETIC
28.93,34.0,15,0,SYNTHETIC
28.93,32.0,16,0,SYNTHETIC
28.93,33.0,17,0,SYNTHETIC
28.93,27.0,18,0,SYNTHETIC
28.93,36.0,19,0,SYNTHETIC
28.93,23.0,20,0,SYNTHETIC
28.93,31.0,21,0,SYNTHETIC
28.93,30.0,22,0,SYNTHETIC
28.93,35.0,23,0,SYNTHETIC
12.29,13.0,0,0,SYNTHETIC
12.29,16.0,1,0,SYNTHETIC
12.29,8.0,2,0,SYNTHETIC
12.29,11.0,3,0,SYNTHETIC
12.29,13.0,4,0,SYNTHETIC
12.29,13.0,5,0,SYNTHETIC
12.29,11.0,6,0,SYNTHETIC
12.29,13.0,7,0,SYNTHETIC
12.29,4.0,8,0,SYNTHETIC
12.29,14.0,9,0,SYNTHETIC
12.29,11.0,10,0,SYNTHETIC
12.29,11.0,11,0,SYNTHETIC
12.29,14.0,12,0,SYNTHETIC
12.29,15.0,13,0,SYNTHETIC
12.29,14.0,14,0,SYNTHETIC
12.29,13.0,15,0,SYNTHETIC
12.29,15.0,16,0,SYNTHETIC
12.29,12.0,17,0,SYNTHETIC
12.29,7.0,18,0,SYNTHETIC
12.29,7.0,19,0,SYNTHETIC
12.29,50.0,20,1,SYNTHETIC
12.29,12.0,21,0,SYNTHETIC
12.29,9.0,22,0,SYNTHETIC
12.29,16.0,23,0,SYNTHETIC
26.85,19.0,0,0,SYNTHETIC
26.85,25.0,1,0,SYNTHETIC
26.85,28.0,2,0,SYNTHETIC
26.85,29.0,3,0,SYNTHETIC
26.85,26.0,4,0,SYNTHETIC
26.85,29.0,5,0,SYNTHETIC
26.85,23.0,6,0,SYNTHETIC
26.85,16.0,7,0,SYNTHETIC
26.85,36.0,8,0,SYNTHETIC
26.85,25.0,9,0,SYNTHETIC
26.85,34.0,10,0,SYNTHETIC
26.85,18.0,11,0,SYNTHETIC
26.85,23.0,12,0,SYNTHETIC
26.85,28.0,13,0,SYNTHETIC
26.85,68.0,14,1,SYNTHETIC
26.85,29.0,15,0,SYNTHETIC
26.85,33.0,16,0,SYNTHETIC
26.85,29.0,17,0,SYNTHETIC
26.85,21.0,18,0,SYNTHETIC
26.85,36.0,19,0,SYNTHETIC
26.85,28.0,20,0,SYNTHETIC
26.85,31.0,21,0,SYNTHETIC
26.85,26.0,22,0,SYNTHETIC
26.85,34.0,23,0,SYNTHETIC
27.89,28.0,0,0,SYNTHETIC
27.89,36.0,1,0,SYNTHETIC
27.89,29.0,2,0,SYNTHETIC
27.89,27.0,3,0,SYNTHETIC
27.89,27.0,4,0,SYNTHETIC
27.89,34.0,5,0,SYNTHETIC
27.89,35.0,6,0,SYNTHETIC
27.89,30.0,7,0,SYNTHETIC
27.89,30.0,8,0,SYNTHETIC
27.89,40.0,9,0,SYNTHETIC
27.89,25.0,10,0,SYNTHETIC
27.89,33.0,11,0,SYNTHETIC
27.89,18.0,12,0,SYNTHETIC
27.89,26.0,13,0,SYNTHETIC
27.89,23.0,14,0,SYNTHETIC
27.89,35.0,15,0,SYNTHETIC
27.89,22.0,16,0,SYNTHETIC
27.89,33.0,17,0,SYNTHETIC
27.89,30.0,18,0,SYNTHETIC
27.89,14.0,19,0,SYNTHETIC
27.89,37.0,20,0,SYNTHETIC
27.89,139.0,21,1,SYNTHETIC
27.89,23.0,22,0,SYNTHETIC
27.89,34.0,23,0,SYNTHETIC
36.79,42.0,0,0,SYNTHETIC
36.79,20.0,1,0,SYNTHETIC
36.79,41.0,2,0,SYNTHETIC
36.79,45.0,3,0,SYNTHETIC
36.79,32.0,4,0,SYNTHETIC
36.79,25.0,5,0,SYNTHETIC
36.79,45.0,6,0,SYNTHETIC
36.79,36.0,7,0,SYNTHETIC
36.79,43.0,8,0,SYNTHETIC
36.79,43.0,9,0,SYNTHETIC
36.79,50.0,10,0,SYNTHETIC
36.79,45.0,11,0,SYNTHETIC
36.79,37.0,12,0,SYNTHETIC
36.79,39.0,13,0,SYNTHETIC
36.79,49.0,14,0,SYNTHETIC
36.79,24.0,15,0,SYNTHETIC
36.79,42.0,16,0,SYNTHETIC
36.79,39.0,17,0,SYNTHETIC
36.79,25.0,18,0,SYNTHETIC
36.79,38.0,19,0,SYNTHETIC
36.79,34.0,20,0,SYNTHETIC
36.79,37.0,21,0,SYNTHETIC
36.79,35.0,22,0,SYNTHETIC
36.79,36.0,23,0,SYNTHETIC
14.31,10.0,0,0,SYNTHETIC
14.31,37.0,1,1,SYNTHETIC
14.31,19.0,2,0,SYNTHETIC
14.31,13.0,3,0,SYNTHETIC
14.31,13.0,4,0,SYNTHETIC
14.31,13.0,5,0,SYNTHETIC
14.31,15.0,6,0,SYNTHETIC
14.31,12.0,7,0,SYNTHETIC
14.31,20.0,8,0,SYNTHETIC
14.31,64.0,9,1,SYNTHETIC
14.31,14.0,10,0,SYNTHETIC
14.31,12.0,11,0,SYNTHETIC
14.31,15.0,12,0,SYNTHETIC
14.31,17.0,13,0,SYNTHETIC
14.31,23.0,14,0,SYNTHETIC
14.31,12.0,15,0,SYNTHETIC
14.31,16.0,16,0,SYNTHETIC
14.31,14.0,17,0,SYNTHETIC
14.31,19.0,18,0,SYNTHETIC
14.31,13.0,19,0,SYNTHETIC
14.31,13.0,20,0,SYNTHETIC
14.31,15.0,21,0,SYNTHETIC
14.31,20.0,22,0,SYNTHETIC
14.31,14.0,23,0,SYNTHETIC
21.61,31.0,0,0,SYNTHETIC
21.61,18.0,1,0,SYNTHETIC
21.61,33.0,2,0,SYNTHETIC
21.61,18.0,3,0,SYNTHETIC
21.61,19.0,4,0,SYNTHETIC
21.61,33.0,5,0,SYNTHETIC
21.61,13.0,6,0,SYNTHETIC
21.61,17.0,7,0,SYNTHETIC
21.61,20.0,8,0,SYNTHETIC
21.61,25.0,9,0,SYNTHETIC
21.61,25.0,10,0,SYNTHETIC
21.61,20.0,11,0,SYNTHETIC
21.61,19.0,12,0,SYNTHETIC
21.61,13.0,13,0,SYNTHETIC
21.61,20.0,14,0,SYNTHETIC
21.61,26.0,15,0,SYNTHETIC
21.61,20.0,16,0,SYNTHETIC
21.61,9.0,17,0,SYNTHETIC
21.61,17.0,18,0,SYNTHETIC
21.61,22.0,19,0,SYNTHETIC
21.61,15.0,20,0,SYNTHETIC
21.61,24.0,21,0,SYNTHETIC
21.61,17.0,22,0,SYNTHETIC
21.61,20.0,23,0,SYNTHETIC
18.81,24.0,0,0,SYNTHETIC
18.81,23.0,1,0,SYNTHETIC
18.81,11.0,2,0,SYNTHETIC
18.81,22.0,3,0,SYNTHETIC
18.81,24.0,4,0,SYNTHETIC
18.81,24.0,5,0,SYNTHETIC
18.81,19.0,6,0,SYNTHETIC
18.81,16.0,7,0,SYNTHETIC
18.81,13.0,8,0,SYNTHETIC
18.81,20.0,9,0,SYNTHETIC
18.81,20.0,10,0,SYNTHETIC
18.81,20.0,11,0,SYNTHETIC
18.81,17.0,12,0,SYNTHETIC
18.81,21.0,13,0,SYNTHETIC
18.81,25.0,14,0,SYNTHETIC
18.81,89.0,15,1,SYNTHETIC
18.81,22.0,16,0,SYNTHETIC
18.81,23.0,17,0,SYNTHETIC
18.81,17.0,18,0,SYNTHETIC
18.81,25.0,19,0,SYNTHETIC
18.81,22.0,20,0,SYNTHETIC
18.81,21.0,21,0,SYNTHETIC
18.81,87.0,22,1,SYNTHETIC
18.81,17.0,23,0,SYNTHETIC
21.59,19.0,0,0,SYNTHETIC
21.59,25.0,1,0,SYNTHETIC
21.59,30.0,2,0,SYNTHETIC
21.59,21.0,3,0,SYNTHETIC
21.59,21.0,4,0,SYNTHETIC
21.59,16.0,5,0,SYNTHETIC
21.59,29.0,6,0,SYNTHETIC
21.59,30.0,7,0,SYNTHETIC
21.59,25.0,8,0,SYNTHETIC
21.59,23.0,9,0,SYNTHETIC
21.59,19.0,10,0,SYNTHETIC
21.59,22.0,11,0,SYNTHETIC
21.59,20.0,12,0,SYNTHETIC
21.59,23.0,13,0,SYNTHETIC
21.59,17.0,14,0,SYNTHETIC
21.59,22.0,15,0,SYNTHETIC
21.59,21.0,16,0,SYNTHETIC
21.59,28.0,17,0,SYNTHETIC
21.59,18.0,18,0,SYNTHETIC
21.59,19.0,19,0,SYNTHETIC
21.59,18.0,20,0,SYNTHETIC
21.59,27.0,21,0,SYNTHETIC
21.59,24.0,22,0,SYNTHETIC
21.59,25.0,23,0,SYNTHETIC
16.28,18.0,0,0,SYNTHETIC
16.28,22.0,1,0,SYNTHETIC
16.28,13.0,2,0,SYNTHETIC
16.28,16.0,3,0,SYNTHETIC
16.28,18.0,4,0,SYNTHETIC
16.28,50.0,5,1,SYNTHETIC
16.28,15.0,6,0,SYNTHETIC
16.28,14.0,7,0,SYNTHETIC
16.28,15.0,8,0,SYNTHETIC
16.28,18.0,9,0,SYNTHETIC
16.28,11.0,10,0,SYNTHETIC
16.28,12.0,11,0,SYNTHETIC
16.28,18.0,12,0,SYNTHETIC
16.28,24.0,13,0,SYNTHETIC
16.28,19.0,14,0,SYNTHETIC
16.28,17.0,15,0,SYNTHETIC
16.28,15.0,16,0,SYNTHETIC
16.28,13.0,17,0,SYNTHETIC
16.28,15.0,18,0,SYNTHETIC
16.28,18.0,19,0,SYNTHETIC
16.28,8.0,20,0,SYNTHETIC
16.28,11.0,21,0,SYNTHETIC
16.28,53.0,22,1,SYNTHETIC
16.28,9.0,23,0,SYNTHETIC
17.47,19.0,0,0,SYNTHETIC
17.47,19.0,1,0,SYNTHETIC
17.47,14.0,2,0,SYNTHETIC
17.47,20.0,3,0,SYNTHETIC
17.47,18.0,4,0,SYNTHETIC
17.47,15.0,5,0,SYNTHETIC
17.47,18.0,6,0,SYNTHETIC
17.47,22.0,7,0,SYNTHETIC
17.47,18.0,8,0,SYNTHETIC
17.47,14.0,9,0,SYNTHETIC
17.47,11.0,10,0,SYNTHETIC
17.47,8.0,11,0,SYNTHETIC
17.47,23.0,12,0,SYNTHETIC
17.47,17.0,13,0,SYNTHETIC
17.47,20.0,14,0,SYNTHETIC
17.47,13.0,15,0,SYNTHETIC
17.47,28.0,16,0,SYNTHETIC
17.47,72.0,17,1,SYNTHETIC
17.47,17.0,18,0,SYNTHETIC
17.47,17.0,19,0,SYNTHETIC
17.47,19.0,20,0,SYNTHETIC
17.47,24.0,21,0,SYNTHETIC
17.47,16.0,22,0,SYNTHETIC
17.47,15.0,23,0,SYNTHETIC
13.54,16.0,0,0,SYNTHETIC
13.54,11.0,1,0,SYNTHETIC
13.54,19.0,2,0,SYNTHETIC
13.54,16.0,3,0,SYNTHETIC
13.54,10.0,4,0,SYNTHETIC
13.54,14.0,5,0,SYNTHETIC
13.54,13.0,6,0,SYNTHETIC
13.54,12.0,7,0,SYNTHETIC
13.54,12.0,8,0,SYNTHETIC
13.54,8.0,9,0,SYNTHETIC
13.54,49.0,10,1,SYNTHETIC
13.54,44.0,11,1,SYNTHETIC
13.54,11.0,12,0,SYNTHETIC
13.54,16.0,13,0,SYNTHETIC
13.54,13.0,14,0,SYNTHETIC
13.54,17.0,15,0,SYNTHETIC
13.54,17.0,16,0,SYNTHETIC
13.54,21.0,17,0,SYNTHETIC
13.54,13.0,18,0,SYNTHETIC
13.54,12.0,19,0,SYNTHETIC
13.54,17.0,20,0,SYNTHETIC
13.54,16.0,21,0,SYNTHETIC
13.54,15.0,22,0,SYNTHETIC
13.54,15.0,23,0,SYNTHETIC
39.49,44.0,0,0,SYNTHETIC
39.49,35.0,1,0,SYNTHETIC
39.49,45.0,2,0,SYNTHETIC
39.49,39.0,3,0,SYNTHETIC
39.49,37.0,4,0,SYNTHETIC
39.49,40.0,5,0,SYNTHETIC
39.49,31.0,6,0,SYNTHETIC
39.49,27.0,7,0,SYNTHETIC
39.49,119.0,8,1,SYNTHETIC
39.49,31.0,9,0,SYNTHETIC
39.49,37.0,10,0,SYNTHETIC
39.49,50.0,11,0,SYNTHETIC
39.49,25.0,12,0,SYNTHETIC
39.49,58.0,13,0,SYNTHETIC
39.49,32.0,14,0,SYNTHETIC
39.49,43.0,15,0,SYNTHETIC
39.49,22.0,16,0,SYNTHETIC
39.49,42.0,17,0,SYNTHETIC
39.49,40.0,18,0,SYNTHETIC
39.49,35.0,19,0,SYNTHETIC
39.49,44.0,20,0,SYNTHETIC
39.49,31.0,21,0,SYNTHETIC
39.49,168.0,22,1,SYNTHETIC
39.49,46.0,23,0,SYNTHETIC
37.47,39.0,0,0,SYNTHETIC
37.47,30.0,1,0,SYNTHETIC
37.47,41.0,2,0,SYNTHETIC
37.47,35.0,3,0,SYNTHETIC
37.47,43.0,4,0,SYNTHETIC
37.47,116.0,5,1,SYNTHETIC
37.47,54.0,6,0,SYNTHETIC
37.47,37.0,7,0,SYNTHETIC
37.47,22.0,8,0,SYNTHETIC
37.47,33.0,9,0,SYNTHETIC
37.47,47.0,10,0,SYNTHETIC
37.47,36.0,11,0,SYNTHETIC
37.47,40.0,12,0,SYNTHETIC
37.47,27.0,13,0,SYNTHETIC
37.47,38.0,14,0,SYNTHETIC
37.47,46.0,15,0,SYNTHETIC
37.47,45.0,16,0,SYNTHETIC
37.47,149.0,17,1,SYNTHETIC
37.47,46.0,18,0,SYNTHETIC
37.47,50.0,19,0,SYNTHETIC
37.47,47.0,20,0,SYNTHETIC
37.47,50.0,21,0,SYNTHETIC
37.47,42.0,22,0,SYNTHETIC
37.47,40.0,23,0,SYNTHETIC
12.27,13.0,0,0,SYNTHETIC
12.27,10.0,1,0,SYNTHETIC
12.27,14.0,2,0,SYNTHETIC
12.27,14.0,3,0,SYNTHETIC
12.27,9.0,4,0,SYNTHETIC
12.27,18.0,5,0,SYNTHETIC
12.27,12.0,6,0,SYNTHETIC
12.27,11.0,7,0,SYNTHETIC
12.27,15.0,8,0,SYNTHETIC
12.27,16.0,9,0,SYNTHETIC
12.27,32.0,10,1,SYNTHETIC
12.27,13.0,11,0,SYNTHETIC
12.27,7.0,12,0,SYNTHETIC
12.27,14.0,13,0,SYNTHETIC
12.27,10.0,14,0,SYNTHETIC
12.27,11.0,15,0,SYNTHETIC
12.27,13.0,16,0,SYNTHETIC
12.27,13.0,17,0,SYNTHETIC
12.27,55.0,18,1,SYNTHETIC
12.27,15.0,19,0,SYNTHETIC
12.27,10.0,20,0,SYNTHETIC
12.27,12.0,21,0,SYNTHETIC
12.27,11.0,22,0,SYNTHETIC
12.27,14.0,23,0,SYNTHETIC
20.72,22.0,0,0,SYNTHETIC
20.72,25.0,1,0,SYNTHETIC
20.72,17.0,2,0,SYNTHETIC
20.72,28.0,3,0,SYNTHETIC
20.72,21.0,4,0,SYNTHETIC
20.72,21.0,5,0,SYNTHETIC
20.72,11.0,6,0,SYNTHETIC
20.72,16.0,7,0,SYNTHETIC
20.72,20.0,8,0,SYNTHETIC
20.72,23.0,9,0,SYNTHETIC
20.72,23.0,10,0,SYNTHETIC
20.72,24.0,11,0,SYNTHETIC
20.72,7.0,12,0,SYNTHETIC
20.72,74.0,13,1,SYNTHETIC
20.72,18.0,14,0,SYNTHETIC
20.72,13.0,15,0,SYNTHETIC
20.72,16.0,16,0,SYNTHETIC
20.72,14.0,17,0,SYNTHETIC
20.72,19.0,18,0,SYNTHETIC
20.72,17.0,19,0,SYNTHETIC
20.72,17.0,20,0,SYNTHETIC
20.72,29.0,21,0,SYNTHETIC
20.72,20.0,22,0,SYNTHETIC
20.72,24.0,23,0,SYNTHETIC
19.67,22.0,0,0,SYNTHETIC
19.67,17.0,1,0,SYNTHETIC
19.67,14.0,2,0,SYNTHETIC
19.67,16.0,3,0,SYNTHETIC
19.67,16.0,4,0,SYNTHETIC
19.67,28.0,5,0,SYNTHETIC
19.67,23.0,6,0,SYNTHETIC
19.67,28.0,7,0,SYNTHETIC
19.67,22.0,8,0,SYNTHETIC
19.67,17.0,9,0,SYNTHETIC
19.67,23.0,10,0,SYNTHETIC
19.67,16.0,11,0,SYNTHETIC
19.67,21.0,12,0,SYNTHETIC
19.67,10.0,13,0,SYNTHETIC
19.67,21.0,14,0,SYNTHETIC
19.67,21.0,15,0,SYNTHETIC
19.67,95.0,16,1,SYNTHETIC
19.67,19.0,17,0,SYNTHETIC
19.67,72.0,18,1,SYNTHETIC
19.67,18.0,19,0,SYNTHETIC
19.67,76.0,20,1,SYNTHETIC
19.67,20.0,21,0,SYNTHETIC
19.67,16.0,22,0,SYNTHETIC
19.67,9.0,23,0,SYNTHETIC
18.92,18.0,0,0,SYNTHETIC
18.92,22.0,1,0,SYNTHETIC
18.92,57.0,2,1,SYNTHETIC
18.92,36.0,3,0,SYNTHETIC
18.92,25.0,4,0,SYNTHETIC
18.92,18.0,5,0,SYNTHETIC
18.92,13.0,6,0,SYNTHETIC
18.92,17.0,7,0,SYNTHETIC
18.92,20.0,8,0,SYNTHETIC
18.92,16.0,9,0,SYNTHETIC
18.92,54.0,10,1,SYNTHETIC
18.92,23.0,11,0,SYNTHETIC
18.92,21.0,12,0,SYNTHETIC
18.92,15.0,13,0,SYNTHETIC
18.92,17.0,14,0,SYNTHETIC
18.92,24.0,15,0,SYNTHETIC
18.92,30.0,16,0,SYNTHETIC
18.92,22.0,17,0,SYNTHETIC
18.92,20.0,18,0,SYNTHETIC
18.92,15.0,19,0,SYNTHETIC
18.92,15.0,20,0,SYNTHETIC
18.92,77.0,21,1,SYNTHETIC
18.92,14.0,22,0,SYNTHETIC
18.92,21.0,23,0,SYNTHETIC
26.18,19.0,0,0,SYNTHETIC
26.18,28.0,1,0,SYNTHETIC
26.18,32.0,2,0,SYNTHETIC
26.18,30.0,3,0,SYNTHETIC
26.18,30.0,4,0,SYNTHETIC
26.18,35.0,5,0,SYNTHETIC
26.18,38.0,6,0,SYNTHETIC
26.18,31.0,7,0,SYNTHETIC
26.18,40.0,8,0,SYNTHETIC
26.18,31.0,9,0,SYNTHETIC
26.18,22.0,10,0,SYNTHETIC
26.18,24.0,11,0,SYNTHETIC
26.18,21.0,12,0,SYNTHETIC
26.18,16.0,13,0,SYNTHETIC
26.18,24.0,14,0,SYNTHETIC
26.18,25.0,15,0,SYNTHETIC
26.18,21.0,16,0,SYNTHETIC
26.18,25.0,17,0,SYNTHETIC
26.18,22.0,18,0,SYNTHETIC
26.18,23.0,19,0,SYNTHETIC
26.18,31.0,20,0,SYNTHETIC
26.18,25.0,21,0,SYNTHETIC
26.18,24.0,22,0,SYNTHETIC
26.18,25.0,23,0,SYNTHETIC
26.69,24.0,0,0,SYNTHETIC
26.69,39.0,1,0,SYNTHETIC
26.69,27.0,2,0,SYNTHETIC
26.69,28.0,3,0,SYNTHETIC
26.69,18.0,4,0,SYNTHETIC
26.69,29.0,5,0,SYNTHETIC
26.69,22.0,6,0,SYNTHETIC
26.69,20.0,7,0,SYNTHETIC
26.69,37.0,8,0,SYNTHETIC
26.69,37.0,9,0,SYNTHETIC
26.69,32.0,10,0,SYNTHETIC
26.69,35.0,11,0,SYNTHETIC
26.69,29.0,12,0,SYNTHETIC
26.69,23.0,13,0,SYNTHETIC
26.69,27.0,14,0,SYNTHETIC
26.69,24.0,15,0,SYNTHETIC
26.69,28.0,16,0,SYNTHETIC
26.69,16.0,17,0,SYNTHETIC
26.69,27.0,18,0,SYNTHETIC
26.69,31.0,19,0,SYNTHETIC
26.69,124.0,20,1,SYNTHETIC
26.69,33.0,21,0,SYNTHETIC
26.69,29.0,22,0,SYNTHETIC
26.69,13.0,23,0,SYNTHETIC
30.79,27.0,0,0,SYNTHETIC
30.79,35.0,1,0,SYNTHETIC
30.79,20.0,2,0,SYNTHETIC
30.79,116.0,3,1,SYNTHETIC
30.79,43.0,4,0,SYNTHETIC
30.79,27.0,5,0,SYNTHETIC
30.79,27.0,6,0,SYNTHETIC
30.79,40.0,7,0,SYNTHETIC
30.79,18.0,8,0,SYNTHETIC
30.79,39.0,9,0,SYNTHETIC
30.79,18.0,10,0,SYNTHETIC
30.79,30.0,11,0,SYNTHETIC
30.79,31.0,12,0,SYNTHETIC
30.79,90.0,13,1,SYNTHETIC
30.79,49.0,14,0,SYNTHETIC
30.79,38.0,15,0,SYNTHETIC
30.79,25.0,16,0,SYNTHETIC
30.79,29.0,17,0,SYNTHETIC
30.79,36.0,18,0,SYNTHETIC
30.79,32.0,19,0,SYNTHETIC
30.79,22.0,20,0,SYNTHETIC
30.79,97.0,21,1,SYNTHETIC
30.79,19.0,22,0,SYNTHETIC
30.79,37.0,23,0,SYNTHETIC
38.9,32.0,0,0,SYNTHETIC
38.9,45.0,1,0,SYNTHETIC
38.9,56.0,2,0,SYNTHETIC
38.9,22.0,3,0,SYNTHETIC
38.9,66.0,4,0,SYNTHETIC
38.9,21.0,5,0,SYNTHETIC
38.9,40.0,6,0,SYNTHETIC
38.9,59.0,7,0,SYNTHETIC
38.9,37.0,8,0,SYNTHETIC
38.9,46.0,9,0,SYNTHETIC
38.9,24.0,10,0,SYNTHETIC
38.9,31.0,11,0,SYNTHETIC
38.9,53.0,12,0,SYNTHETIC
38.9,133.0,13,1,SYNTHETIC
38.9,51.0,14,0,SYNTHETIC
38.9,52.0,15,0,SYNTHETIC
38.9,49.0,16,0,SYNTHETIC
38.9,32.0,17,0,SYNTHETIC
38.9,50.0,18,0,SYNTHETIC
38.9,41.0,19,0,SYNTHETIC
38.9,54.0,20,0,SYNTHETIC
38.9,51.0,21,0,SYNTHETIC
38.9,52.0,22,0,SYNTHETIC
38.9,42.0,23,0,SYNTHETIC
31.3,32.0,0,0,SYNTHETIC
31.3,42.0,1,0,SYNTHETIC
31.3,39.0,2,0,SYNTHETIC
31.3,30.0,3,0,SYNTHETIC
31.3,30.0,4,0,SYNTHETIC
31.3,29.0,5,0,SYNTHETIC
31.3,31.0,6,0,SYNTHETIC
31.3,42.0,7,0,SYNTHETIC
31.3,36.0,8,0,SYNTHETIC
31.3,41.0,9,0,SYNTHETIC
31.3,47.0,10,0,SYNTHETIC
31.3,28.0,11,0,SYNTHETIC
31.3,39.0,12,0,SYNTHETIC
31.3,34.0,13,0,SYNTHETIC
31.3,34.0,14,0,SYNTHETIC
31.3,30.0,15,0,SYNTHETIC
31.3,32.0,16,0,SYNTHETIC
31.3,34.0,17,0,SYNTHETIC
31.3,32.0,18,0,SYNTHETIC
31.3,34.0,19,0,SYNTHETIC
31.3,38.0,20,0,SYNTHETIC
31.3,36.0,21,0,SYNTHETIC
31.3,30.0,22,0,SYNTHETIC
31.3,19.0,23,0,SYNTHETIC
34.8,31.0,0,0,SYNTHETIC
34.8,27.0,1,0,SYNTHETIC
34.8,35.0,2,0,SYNTHETIC
34.8,37.0,3,0,SYNTHETIC
34.8,29.0,4,0,SYNTHETIC
34.8,37.0,5,0,SYNTHETIC
34.8,32.0,6,0,SYNTHETIC
34.8,37.0,7,0,SYNTHETIC
34.8,39.0,8,0,SYNTHETIC
34.8,44.0,9,0,SYNTHETIC
34.8,39.0,10,0,SYNTHETIC
34.8,30.0,11,0,SYNTHETIC
34.8,45.0,12,0,SYNTHETIC
34.8,48.0,13,0,SYNTHETIC
34.8,32.0,14,0,SYNTHETIC
34.8,31.0,15,0,SYNTHETIC
34.8,32.0,16,0,SYNTHETIC
34.8,29.0,17,0,SYNTHETIC
34.8,14.0,18,0,SYNTHETIC
34.8,30.0,19,0,SYNTHETIC
34.8,42.0,20,0,SYNTHETIC
34.8,159.0,21,1,SYNTHETIC
34.8,125.0,22,1,SYNTHETIC
34.8,28.0,23,0,SYNTHETIC
36.64,49.0,0,0,SYNTHETIC
36.64,31.0,1,0,SYNTHETIC
36.64,45.0,2,0,SYNTHETIC
36.64,36.0,3,0,SYNTHETIC
36.64,47.0,4,0,SYNTHETIC
36.64,17.0,5,0,SYNTHETIC
36.64,39.0,6,0,SYNTHETIC
36.64,53.0,7,0,SYNTHETIC
36.64,34.0,8,0,SYNTHETIC
36.64,39.0,9,0,SYNTHETIC
36.64,35.0,10,0,SYNTHETIC
36.64,42.0,11,0,SYNTHETIC
36.64,42.0,12,0,SYNTHETIC
36.64,36.0,13,0,SYNTHETIC
36.64,141.0,14,1,SYNTHETIC
36.64,39.0,15,0,SYNTHETIC
36.64,40.0,16,0,SYNTHETIC
